HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:12504	Approved	UBL3	ubiquitin like 3	5412	ENSG00000122042
HGNC:32309	Approved	UBL4B	ubiquitin like 4B	164153	ENSG00000186150
HGNC:13736	Approved	UBL5	ubiquitin like 5	59286	ENSG00000198258
HGNC:28221	Approved	UBL7	ubiquitin like 7	84993	ENSG00000138629
HGNC:28110	Approved	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	134510	ENSG00000164332
HGNC:12506	Approved	UBN1	ubinuclein 1	29855	ENSG00000118900
HGNC:21931	Approved	UBN2	ubinuclein 2	254048	ENSG00000157741
HGNC:17777	Approved	UBOX5	U-box domain containing 5	22888	ENSG00000185019
HGNC:12507	Approved	UBP1	upstream binding protein 1	7342	ENSG00000153560
HGNC:12508	Approved	UBQLN1	ubiquilin 1	29979	ENSG00000135018
HGNC:12510	Approved	UBQLN3	ubiquilin 3	50613	ENSG00000175520
HGNC:1237	Approved	UBQLN4	ubiquilin 4	56893	ENSG00000160803
HGNC:28294	Approved	UBQLNL	ubiquilin like	143630	ENSG00000175518
HGNC:16808	Approved	UBR1	ubiquitin protein ligase E3 component n-recognin 1	197131	ENSG00000159459
HGNC:21289	Approved	UBR2	ubiquitin protein ligase E3 component n-recognin 2	23304	ENSG00000024048
HGNC:30467	Approved	UBR3	ubiquitin protein ligase E3 component n-recognin 3	130507	ENSG00000144357
HGNC:30313	Approved	UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352	ENSG00000127481
HGNC:16806	Approved	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	ENSG00000104517
HGNC:20344	Approved	UBR7	ubiquitin protein ligase E3 component n-recognin 7	55148	ENSG00000012963
HGNC:25683	Approved	UBTD1	ubiquitin domain containing 1	80019	ENSG00000165886
HGNC:24463	Approved	UBTD2	ubiquitin domain containing 2	92181	ENSG00000168246
HGNC:12511	Approved	UBTF	upstream binding transcription factor	7343	ENSG00000108312
HGNC:14533	Approved	UBTFL1	upstream binding transcription factor like 1	642623	ENSG00000255009
HGNC:18402	Approved	UBXN1	UBX domain protein 1	51035	ENSG00000162191
HGNC:27265	Approved	UBXN2A	UBX domain protein 2A	165324	ENSG00000173960
HGNC:27035	Approved	UBXN2B	UBX domain protein 2B	137886	ENSG00000215114
HGNC:14860	Approved	UBXN4	UBX domain protein 4	23190	ENSG00000144224
HGNC:14928	Approved	UBXN6	UBX domain protein 6	80700	ENSG00000167671
HGNC:29119	Approved	UBXN7	UBX domain protein 7	26043	ENSG00000163960
HGNC:30307	Approved	UBXN8	UBX domain protein 8	7993	ENSG00000104691
HGNC:26354	Approved	UBXN10	UBX domain protein 10	127733	ENSG00000162543
HGNC:30600	Approved	UBXN11	UBX domain protein 11	91544	ENSG00000158062
HGNC:12513	Approved	UCHL1	ubiquitin C-terminal hydrolase L1	7345	ENSG00000154277
HGNC:12515	Approved	UCHL3	ubiquitin C-terminal hydrolase L3	7347	ENSG00000118939
HGNC:19678	Approved	UCHL5	ubiquitin C-terminal hydrolase L5	51377	ENSG00000116750
HGNC:14859	Approved	UCK1	uridine-cytidine kinase 1	83549	ENSG00000130717
HGNC:12562	Approved	UCK2	uridine-cytidine kinase 2	7371	ENSG00000143179
HGNC:15938	Approved	UCKL1	uridine-cytidine kinase 1 like 1	54963	ENSG00000198276
HGNC:25205	Approved	UCMA	upper zone of growth plate and cartilage matrix associated	221044	ENSG00000165623
HGNC:12516	Approved	UCN	urocortin	7349	ENSG00000163794
HGNC:18414	Approved	UCN2	urocortin 2	90226	ENSG00000145040
HGNC:17781	Approved	UCN3	urocortin 3	114131	ENSG00000178473
HGNC:12517	Approved	UCP1	uncoupling protein 1	7350	ENSG00000109424
HGNC:12518	Approved	UCP2	uncoupling protein 2	7351	ENSG00000175567
HGNC:12519	Approved	UCP3	uncoupling protein 3	7352	ENSG00000175564
HGNC:30866	Approved	UEVLD	UEV and lactate/malate dehyrogenase domains	55293	ENSG00000151116
HGNC:26941	Approved	UFC1	ubiquitin-fold modifier conjugating enzyme 1	51506	ENSG00000143222
HGNC:12520	Approved	UFD1	ubiquitin recognition factor in ER associated degradation 1	7353	ENSG00000070010
HGNC:23039	Approved	UFL1	UFM1 specific ligase 1	23376	ENSG00000014123
HGNC:20597	Approved	UFM1	ubiquitin fold modifier 1	51569	ENSG00000120686
HGNC:33821	Approved	UFSP1	UFM1 specific peptidase 1 (inactive)	402682	ENSG00000176125
HGNC:25640	Approved	UFSP2	UFM1 specific peptidase 2	55325	ENSG00000109775
HGNC:12524	Approved	UGCG	UDP-glucose ceramide glucosyltransferase	7357	ENSG00000148154
HGNC:12525	Approved	UGDH	UDP-glucose 6-dehydrogenase	7358	ENSG00000109814
HGNC:15663	Approved	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	56886	ENSG00000136731
HGNC:15664	Approved	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	55757	ENSG00000102595
HGNC:12527	Approved	UGP2	UDP-glucose pyrophosphorylase 2	7360	ENSG00000169764
HGNC:12542	Approved	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	10941	ENSG00000173610
HGNC:28528	Approved	UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799	ENSG00000135220
HGNC:12553	Approved	UGT2B4	UDP glucuronosyltransferase family 2 member B4	7363	ENSG00000156096
HGNC:12554	Approved	UGT2B7	UDP glucuronosyltransferase family 2 member B7	7364	ENSG00000171234
HGNC:12544	Approved	UGT2B10	UDP glucuronosyltransferase family 2 member B10	7365	ENSG00000109181
HGNC:12545	Approved	UGT2B11	UDP glucuronosyltransferase family 2 member B11	10720	ENSG00000213759
HGNC:12546	Approved	UGT2B15	UDP glucuronosyltransferase family 2 member B15	7366	ENSG00000196620
HGNC:12547	Approved	UGT2B17	UDP glucuronosyltransferase family 2 member B17	7367	ENSG00000197888
HGNC:13479	Approved	UGT2B28	UDP glucuronosyltransferase family 2 member B28	54490	ENSG00000135226
HGNC:26625	Approved	UGT3A1	UDP glycosyltransferase family 3 member A1	133688	ENSG00000145626
HGNC:27266	Approved	UGT3A2	UDP glycosyltransferase family 3 member A2	167127	ENSG00000168671
HGNC:12555	Approved	UGT8	UDP glycosyltransferase 8	7368	ENSG00000174607
HGNC:19683	Approved	UHMK1	U2AF homology motif kinase 1	127933	ENSG00000152332
HGNC:12556	Approved	UHRF1	ubiquitin like with PHD and ring finger domains 1	29128	ENSG00000276043
HGNC:21216	Approved	UHRF1BP1	UHRF1 binding protein 1	54887	ENSG00000065060
HGNC:29102	Approved	UHRF1BP1L	UHRF1 binding protein 1 like	23074	ENSG00000111647
HGNC:12557	Approved	UHRF2	ubiquitin like with PHD and ring finger domains 2	115426	ENSG00000147854
HGNC:30298	Approved	UIMC1	ubiquitin interaction motif containing 1	51720	ENSG00000087206
HGNC:14893	Approved	ULBP1	UL16 binding protein 1	80329	ENSG00000111981
HGNC:14894	Approved	ULBP2	UL16 binding protein 2	80328	ENSG00000131015
HGNC:14895	Approved	ULBP3	UL16 binding protein 3	79465	ENSG00000131019
HGNC:12558	Approved	ULK1	unc-51 like autophagy activating kinase 1	8408	ENSG00000177169
HGNC:13480	Approved	ULK2	unc-51 like autophagy activating kinase 2	9706	ENSG00000083290
HGNC:19703	Approved	ULK3	unc-51 like kinase 3	25989	ENSG00000140474
HGNC:15784	Approved	ULK4	unc-51 like kinase 4	54986	ENSG00000168038
HGNC:48955	Approved	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	729852	ENSG00000219545
HGNC:12559	Approved	UMOD	uromodulin	7369	ENSG00000169344
HGNC:12560	Approved	UMODL1	uromodulin like 1	89766	ENSG00000177398
HGNC:12563	Approved	UMPS	uridine monophosphate synthetase	7372	ENSG00000114491
HGNC:12567	Approved	UNC5A	unc-5 netrin receptor A	90249	ENSG00000113763
HGNC:12568	Approved	UNC5B	unc-5 netrin receptor B	219699	ENSG00000107731
HGNC:12569	Approved	UNC5C	unc-5 netrin receptor C	8633	ENSG00000182168
HGNC:21203	Approved	UNC5CL	unc-5 family C-terminal like	222643	ENSG00000124602
HGNC:18634	Approved	UNC5D	unc-5 netrin receptor D	137970	ENSG00000156687
HGNC:23150	Approved	UNC13A	unc-13 homolog A	23025	ENSG00000130477
HGNC:12566	Approved	UNC13B	unc-13 homolog B	10497	ENSG00000198722
HGNC:23149	Approved	UNC13C	unc-13 homolog C	440279	ENSG00000137766
HGNC:23147	Approved	UNC13D	unc-13 homolog D	201294	ENSG00000092929
HGNC:30594	Approved	UNC45A	unc-45 myosin chaperone A	55898	ENSG00000140553
HGNC:14304	Approved	UNC45B	unc-45 myosin chaperone B	146862	ENSG00000141161
HGNC:16046	Approved	UNC50	unc-50 inner nuclear membrane RNA binding protein	25972	ENSG00000115446
HGNC:19966	Approved	UNC79	unc-79 homolog, NALCN channel complex subunit	57578	ENSG00000133958
HGNC:26582	Approved	UNC80	unc-80 homolog, NALCN channel complex subunit	285175	ENSG00000144406
HGNC:12570	Approved	UNC93A	unc-93 homolog A	54346	ENSG00000112494
HGNC:13481	Approved	UNC93B1	unc-93 homolog B1, TLR signaling regulator	81622	ENSG00000110057
HGNC:12565	Approved	UNC119	unc-119 lipid binding chaperone	9094	ENSG00000109103
HGNC:16488	Approved	UNC119B	unc-119 lipid binding chaperone B	84747	ENSG00000175970
HGNC:33194	Approved	UNCX	UNC homeobox	340260	ENSG00000164853
HGNC:12572	Approved	UNG	uracil DNA glycosylase	7374	ENSG00000076248
HGNC:29369	Approved	UNK	unk zinc finger	85451	ENSG00000132478
HGNC:14184	Approved	UNKL	unk like zinc finger	64718	ENSG00000059145
HGNC:16297	Approved	UPB1	beta-ureidopropionase 1	51733	ENSG00000100024
HGNC:9962	Approved	UPF1	UPF1 RNA helicase and ATPase	5976	ENSG00000005007
HGNC:17854	Approved	UPF2	UPF2 regulator of nonsense mediated mRNA decay	26019	ENSG00000151461
HGNC:20332	Approved	UPF3A	UPF3A regulator of nonsense mediated mRNA decay	65110	ENSG00000169062
HGNC:12577	Approved	UPK1A	uroplakin 1A	11045	ENSG00000105668
HGNC:12578	Approved	UPK1B	uroplakin 1B	7348	ENSG00000114638
HGNC:12579	Approved	UPK2	uroplakin 2	7379	ENSG00000110375
HGNC:12580	Approved	UPK3A	uroplakin 3A	7380	ENSG00000100373
HGNC:21444	Approved	UPK3B	uroplakin 3B	105375355	ENSG00000243566
HGNC:37278	Approved	UPK3BL1	uroplakin 3B like 1	100134938	ENSG00000267368
HGNC:53444	Approved	UPK3BL2	uroplakin 3B like 2	107983993	ENSG00000284981
HGNC:12576	Approved	UPP1	uridine phosphorylase 1	7378	ENSG00000183696
HGNC:23061	Approved	UPP2	uridine phosphorylase 2	151531	ENSG00000007001
HGNC:15891	Approved	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	55245	ENSG00000101019
HGNC:21237	Approved	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	84300	ENSG00000137288
HGNC:34399	Approved	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	790955	ENSG00000204922
HGNC:30863	Approved	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	29796	ENSG00000184076
HGNC:30862	Approved	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	10975	ENSG00000127540
HGNC:12582	Approved	UQCRB	ubiquinol-cytochrome c reductase binding protein	7381	ENSG00000156467
HGNC:12585	Approved	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	7384	ENSG00000010256
HGNC:12586	Approved	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	7385	ENSG00000140740
HGNC:12587	Approved	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	7386	ENSG00000169021
HGNC:12590	Approved	UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388	ENSG00000173660
HGNC:51714	Approved	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	440567	ENSG00000233954
HGNC:29594	Approved	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	27089	ENSG00000164405
HGNC:17785	Approved	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	646625	ENSG00000183463
HGNC:17344	Approved	URB1	URB1 ribosome biogenesis homolog	9875	ENSG00000142207
HGNC:28967	Approved	URB2	URB2 ribosome biogenesis homolog	9816	ENSG00000135763
HGNC:30890	Approved	URGCP	upregulator of cell proliferation	55665	ENSG00000106608
HGNC:13236	Approved	URI1	URI1 prefoldin like chaperone	8725	ENSG00000105176
HGNC:28378	Approved	URM1	ubiquitin related modifier 1	81605	ENSG00000167118
HGNC:26444	Approved	UROC1	urocanate hydratase 1	131669	ENSG00000159650
HGNC:12591	Approved	UROD	uroporphyrinogen decarboxylase	7389	ENSG00000126088
HGNC:12592	Approved	UROS	uroporphyrinogen III synthase	7390	ENSG00000188690
HGNC:25792	Approved	USB1	U6 snRNA biogenesis phosphodiesterase 1	79650	ENSG00000103005
HGNC:30882	Approved	USE1	unconventional SNARE in the ER 1	55850	ENSG00000053501
HGNC:12593	Approved	USF1	upstream transcription factor 1	7391	ENSG00000158773
HGNC:12594	Approved	USF2	upstream transcription factor 2, c-fos interacting	7392	ENSG00000105698
HGNC:30494	Approved	USF3	upstream transcription factor family member 3	205717	ENSG00000176542
HGNC:12597	Approved	USH1C	USH1 protein network component harmonin	10083	ENSG00000006611
HGNC:16356	Approved	USH1G	USH1 protein network component sans	124590	ENSG00000182040
HGNC:12601	Approved	USH2A	usherin	7399	ENSG00000042781
HGNC:24058	Approved	USHBP1	USH1 protein network component harmonin binding protein 1	83878	ENSG00000130307
HGNC:30904	Approved	USO1	USO1 vesicle transport factor	8615	ENSG00000138768
HGNC:12607	Approved	USP1	ubiquitin specific peptidase 1	7398	ENSG00000162607
HGNC:12618	Approved	USP2	ubiquitin specific peptidase 2	9099	ENSG00000036672
HGNC:12626	Approved	USP3	ubiquitin specific peptidase 3	9960	ENSG00000140455
HGNC:12627	Approved	USP4	ubiquitin specific peptidase 4	7375	ENSG00000114316
HGNC:12628	Approved	USP5	ubiquitin specific peptidase 5	8078	ENSG00000111667
HGNC:12629	Approved	USP6	ubiquitin specific peptidase 6	9098	ENSG00000129204
HGNC:16858	Approved	USP6NL	USP6 N-terminal like	9712	ENSG00000148429
HGNC:12630	Approved	USP7	ubiquitin specific peptidase 7	7874	ENSG00000187555
HGNC:12631	Approved	USP8	ubiquitin specific peptidase 8	9101	ENSG00000138592
HGNC:12608	Approved	USP10	ubiquitin specific peptidase 10	9100	ENSG00000103194
HGNC:20485	Approved	USP12	ubiquitin specific peptidase 12	219333	ENSG00000152484
HGNC:12611	Approved	USP13	ubiquitin specific peptidase 13	8975	ENSG00000058056
HGNC:12612	Approved	USP14	ubiquitin specific peptidase 14	9097	ENSG00000101557
HGNC:12613	Approved	USP15	ubiquitin specific peptidase 15	9958	ENSG00000135655
HGNC:12614	Approved	USP16	ubiquitin specific peptidase 16	10600	ENSG00000156256
HGNC:37182	Approved	USP17L1	ubiquitin specific peptidase 17 like family member 1	401447	ENSG00000230549
HGNC:34434	Approved	USP17L2	ubiquitin specific peptidase 17 like family member 2	377630	ENSG00000223443
HGNC:37175	Approved	USP17L3	ubiquitin specific peptidase 17 like family member 3	645836	ENSG00000225327
HGNC:37176	Approved	USP17L4	ubiquitin specific peptidase 17 like family member 4	645402	ENSG00000236125
HGNC:37177	Approved	USP17L5	ubiquitin specific peptidase 17 like family member 5	728386	ENSG00000227140
HGNC:37180	Approved	USP17L7	ubiquitin specific peptidase 17 like family member 7	392197	ENSG00000226430
HGNC:37181	Approved	USP17L8	ubiquitin specific peptidase 17 like family member 8	392188	ENSG00000237038
HGNC:44438	Approved	USP17L10	ubiquitin specific peptidase 17 like family member 10	100287144	ENSG00000231396
HGNC:44439	Approved	USP17L11	ubiquitin specific peptidase 17 like family member 11	100287178	ENSG00000233136
HGNC:44440	Approved	USP17L12	ubiquitin specific peptidase 17 like family member 12	100287205	ENSG00000227551
HGNC:44441	Approved	USP17L13	ubiquitin specific peptidase 17 like family member 13	100287238	ENSG00000232399
HGNC:44443	Approved	USP17L15	ubiquitin specific peptidase 17 like family member 15	100288520	ENSG00000223569
HGNC:44445	Approved	USP17L17	ubiquitin specific peptidase 17 like family member 17	100287327	ENSG00000249104
HGNC:44446	Approved	USP17L18	ubiquitin specific peptidase 17 like family member 18	100287364	ENSG00000250844
HGNC:44447	Approved	USP17L19	ubiquitin specific peptidase 17 like family member 19	100287404	ENSG00000248920
HGNC:44448	Approved	USP17L20	ubiquitin specific peptidase 17 like family member 20	100287441	ENSG00000250745
HGNC:44449	Approved	USP17L21	ubiquitin specific peptidase 17 like family member 21	100287478	ENSG00000249811
HGNC:44450	Approved	USP17L22	ubiquitin specific peptidase 17 like family member 22	100287513	ENSG00000248933
HGNC:44451	Approved	USP17L23	ubiquitin specific peptidase 17 like family member 23	101241878	ENSG00000250913
HGNC:44453	Approved	USP17L24	ubiquitin specific peptidase 17 like family member 24	728369	ENSG00000232264
HGNC:44452	Approved	USP17L25	ubiquitin specific peptidase 17 like family member 25	728373	ENSG00000230430
HGNC:44454	Approved	USP17L26	ubiquitin specific peptidase 17 like family member 26	728379	ENSG00000229579
HGNC:44455	Approved	USP17L27	ubiquitin specific peptidase 17 like family member 27	728393	ENSG00000235780
HGNC:44456	Approved	USP17L28	ubiquitin specific peptidase 17 like family member 28	728400	ENSG00000231051
HGNC:44457	Approved	USP17L29	ubiquitin specific peptidase 17 like family member 29	728405	ENSG00000231637
HGNC:44458	Approved	USP17L30	ubiquitin specific peptidase 17 like family member 30	728419	ENSG00000228856
HGNC:12616	Approved	USP18	ubiquitin specific peptidase 18	11274	ENSG00000184979
HGNC:12617	Approved	USP19	ubiquitin specific peptidase 19	10869	ENSG00000172046
HGNC:12619	Approved	USP20	ubiquitin specific peptidase 20	10868	ENSG00000136878
HGNC:12620	Approved	USP21	ubiquitin specific peptidase 21	27005	ENSG00000143258
HGNC:12621	Approved	USP22	ubiquitin specific peptidase 22	23326	ENSG00000124422
HGNC:12623	Approved	USP24	ubiquitin specific peptidase 24	23358	ENSG00000162402
HGNC:12624	Approved	USP25	ubiquitin specific peptidase 25	29761	ENSG00000155313
HGNC:12625	Approved	USP28	ubiquitin specific peptidase 28	57646	ENSG00000048028
HGNC:18563	Approved	USP29	ubiquitin specific peptidase 29	57663	ENSG00000131864
HGNC:20065	Approved	USP30	ubiquitin specific peptidase 30	84749	ENSG00000135093
HGNC:20060	Approved	USP31	ubiquitin specific peptidase 31	57478	ENSG00000103404
HGNC:19143	Approved	USP32	ubiquitin specific peptidase 32	84669	ENSG00000170832
HGNC:20059	Approved	USP33	ubiquitin specific peptidase 33	23032	ENSG00000077254
HGNC:20066	Approved	USP34	ubiquitin specific peptidase 34	9736	ENSG00000115464
HGNC:20061	Approved	USP35	ubiquitin specific peptidase 35	57558	ENSG00000118369
HGNC:20062	Approved	USP36	ubiquitin specific peptidase 36	57602	ENSG00000055483
HGNC:20063	Approved	USP37	ubiquitin specific peptidase 37	57695	ENSG00000135913
HGNC:20067	Approved	USP38	ubiquitin specific peptidase 38	84640	ENSG00000170185
HGNC:20071	Approved	USP39	ubiquitin specific peptidase 39	10713	ENSG00000168883
HGNC:20069	Approved	USP40	ubiquitin specific peptidase 40	55230	ENSG00000085982
HGNC:20070	Approved	USP41	ubiquitin specific peptidase 41	373856	ENSG00000161133
HGNC:20068	Approved	USP42	ubiquitin specific peptidase 42	84132	ENSG00000106346
HGNC:20072	Approved	USP43	ubiquitin specific peptidase 43	124739	ENSG00000154914
HGNC:20064	Approved	USP44	ubiquitin specific peptidase 44	84101	ENSG00000136014
HGNC:20080	Approved	USP45	ubiquitin specific peptidase 45	85015	ENSG00000123552
HGNC:20075	Approved	USP46	ubiquitin specific peptidase 46	64854	ENSG00000109189
HGNC:20076	Approved	USP47	ubiquitin specific peptidase 47	55031	ENSG00000170242
HGNC:18533	Approved	USP48	ubiquitin specific peptidase 48	84196	ENSG00000090686
HGNC:20078	Approved	USP49	ubiquitin specific peptidase 49	25862	ENSG00000164663
HGNC:20079	Approved	USP50	ubiquitin specific peptidase 50	373509	ENSG00000170236
HGNC:29255	Approved	USP53	ubiquitin specific peptidase 53	54532	ENSG00000145390
HGNC:23513	Approved	USP54	ubiquitin specific peptidase 54	159195	ENSG00000166348
HGNC:20294	Approved	USPL1	ubiquitin specific peptidase like 1	10208	ENSG00000132952
HGNC:17223	Approved	UST	uronyl 2-sulfotransferase	10090	ENSG00000111962
HGNC:12634	Approved	UTF1	undifferentiated embryonic cell transcription factor 1	8433	ENSG00000171794
HGNC:24477	Approved	UTP3	UTP3 small subunit processome component	57050	ENSG00000132467
HGNC:1983	Approved	UTP4	UTP4 small subunit processome component	84916	ENSG00000141076
HGNC:18279	Approved	UTP6	UTP6 small subunit processome component	55813	ENSG00000108651
HGNC:24329	Approved	UTP11	UTP11 small subunit processome component	51118	ENSG00000183520
HGNC:20321	Approved	UTP14C	UTP14C small subunit processome component	9724	ENSG00000253797
HGNC:25758	Approved	UTP15	UTP15 small subunit processome component	84135	ENSG00000164338
HGNC:24274	Approved	UTP18	UTP18 small subunit processome component	51096	ENSG00000011260
HGNC:17897	Approved	UTP20	UTP20 small subunit processome component	27340	ENSG00000120800
HGNC:28224	Approved	UTP23	UTP23 small subunit processome component	84294	ENSG00000147679
HGNC:28440	Approved	UTP25	UTP25 small subunit processor component	27042	ENSG00000117597
